

 Females then males 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35"
2004,7,"TWL.W",3,0,1,-1,-1,26,295,67,0,0,0,0,0.0033,0.0431,0.0399,0.0582,0.0672,0.0441,0.03,0.044,0.0437,0.0132,0.0239,0.0132,0.0198,0.0167,0.0069,0.0066,0.0036,0.0033,0.0066,0.0033,0.0035,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.0366,0.0629,0.088,0.0644,0.0402,0.0239,0.0548,0.0171,0.0107,0.0143,0.0033,0.0099,0,0,0.0036,0,0.0075,0.0036,0,0.0073,0,0,0,0,0,0.0033,0.0038,0,0.0175


 Females only 
"year","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","InputN","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F.1","F.2","F.3","F.4","F.5","F.6","F.7","F.8","F.9","F.10","F.11","F.12","F.13","F.14","F.15","F.16","F.17","F.18","F.19","F.20","F.21","F.22","F.23","F.24","F.25","F.26","F.27","F.28","F.29","F.30","F.31","F.32","F.33","F.34","F.35"
1980,7,"NTWL.C",1,0,1,-1,-1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.5,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.5,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,"NTWL.C",1,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,7,"NTWL.C",1,0,1,-1,-1,2,8,3,0,0,0,0,0,0,0.309,0.1382,0.1382,0.1382,0,0.1382,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.1382,0.1382,0.1382,0,0.1382,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,7,"NTWL.C",1,0,1,-1,-1,2,4,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,7,"NTWL.C",1,0,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,7,"NTWL.C",1,0,1,-1,-1,3,14,5,0,0,0,0,0,0,0,0,0.2582,0.2464,0.1486,0,0.06,0,0.06,0,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886,0,0,0.0691,0,0,0,0,0,0,0,0,0.2582,0.2464,0.1486,0,0.06,0,0.06,0,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886,0,0,0.0691
2002,7,"NTWL.C",1,0,1,-1,-1,3,12,5,0,0,0,0,0.3333,0.1667,0.3333,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.1667,0.3333,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,"NTWL.C",1,0,1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,7,"NTWL.O",1,0,1,-1,-1,1,4,2,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,7,"NTWL.O",1,0,1,-1,-1,4,20,7,0,0,0,0,0,0.0794,0.1589,0.2598,0.2818,0.0794,0.0405,0.062,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794,0.1589,0.2598,0.2818,0.0794,0.0405,0.062,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0
2001,7,"NTWL.O",1,0,1,-1,-1,4,23,7,0,0,0,0,0.133,0.1223,0.0408,0.1245,0.1223,0.1245,0.1652,0.043,0.0408,0,0.0408,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.1223,0.0408,0.1245,0.1223,0.1245,0.1652,0.043,0.0408,0,0.0408,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NTWL.O",1,0,1,-1,-1,4,7,5,0,0,0,0,0,0,0,0,0.0616,0.1996,0,0.1996,0,0,0,0,0,0.14,0.1996,0.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616,0.1996,0,0.1996,0,0,0,0,0,0.14,0.1996,0.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,"NTWL.O",1,0,1,-1,-1,2,3,2,0,0,0,0,0.7099,0.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7099,0.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"NTWL.O",1,0,1,-1,-1,9,22,12,0,0,0,0,0,0,0.0387,0.0453,0,0.084,0.0363,0.5902,0.0469,0.0359,0,0.0189,0,0,0,0.028,0.0189,0,0,0.0189,0,0,0.0189,0.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0.0453,0,0.084,0.0363,0.5902,0.0469,0.0359,0,0.0189,0,0,0,0.028,0.0189,0,0,0.0189,0,0,0.0189,0.0189,0,0,0,0,0,0,0
2002,7,"NTWL.W",1,0,1,-1,-1,1,7,2,0,0,0,0,0,0,0.1429,0,0,0.1429,0,0,0.1429,0,0.1429,0.1429,0.1429,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.1429,0,0,0.1429,0,0.1429,0.1429,0.1429,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"NTWL.W",1,0,1,-1,-1,3,14,5,0,0,0,0,0,0,0,0,0.0713,0.0716,0.1433,0,0.2145,0.1429,0.0713,0,0,0,0,0.0713,0,0,0,0.0713,0,0,0,0,0,0.0713,0.0713,0,0,0,0,0,0,0,0,0,0,0,0,0.0713,0.0716,0.1433,0,0.2145,0.1429,0.0713,0,0,0,0,0.0713,0,0,0,0.0713,0,0,0,0,0,0.0713,0.0713,0,0,0,0
1980,7,"TWL.C",1,0,1,-1,-1,45,86,57,0,0,0,0,0,0.0332,0.0954,0.0779,0.0467,0.0643,0.1023,0.1408,0.144,0.0712,0.0354,0.0352,0.033,0,0.0083,0.0128,0.0579,0,0,0,0.0174,0.0156,0,0,0,0,0.0087,0,0,0,0,0,0,0,0,0,0.0332,0.0954,0.0779,0.0467,0.0643,0.1023,0.1408,0.144,0.0712,0.0354,0.0352,0.033,0,0.0083,0.0128,0.0579,0,0,0,0.0174,0.0156,0,0,0,0,0.0087,0,0,0,0
1981,7,"TWL.C",1,0,1,-1,-1,35,83,46,0,0,0,0,0.0257,0.0332,0.0402,0.0414,0.1025,0.1018,0.1056,0.0483,0.1098,0.1155,0.0454,0.0296,0.0408,0.0057,0.0345,0.0109,0.0449,0.025,0,0.0124,0,0.0032,0.0064,0,0,0.0172,0,0,0,0,0,0,0,0,0,0.0257,0.0332,0.0402,0.0414,0.1025,0.1018,0.1056,0.0483,0.1098,0.1155,0.0454,0.0296,0.0408,0.0057,0.0345,0.0109,0.0449,0.025,0,0.0124,0,0.0032,0.0064,0,0,0.0172,0,0,0,0,0
1982,7,"TWL.C",1,0,1,-1,-1,40,91,53,0,0,0,0,0,0.1427,0.0211,0.0702,0.108,0.1431,0.1241,0.131,0.0254,0.0944,0.0537,0,0.0182,0.0186,0.0102,0,0.0096,0,0.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1427,0.0211,0.0702,0.108,0.1431,0.1241,0.131,0.0254,0.0944,0.0537,0,0.0182,0.0186,0.0102,0,0.0096,0,0.0297,0,0,0,0,0,0,0,0,0,0,0,0
1983,7,"TWL.C",1,0,1,-1,-1,78,175,102,0,0,0,0.0024,0.023,0.0245,0.1144,0.0843,0.1522,0.0673,0.1464,0.0295,0.0789,0.0389,0.0659,0.0271,0.0163,0.0091,0.0097,0.0017,0.0163,0,0.0163,0.0091,0.0245,0,0,0.0082,0.0082,0,0.0082,0,0.0082,0,0.0091,0,0,0,0.0024,0.023,0.0245,0.1144,0.0843,0.1522,0.0673,0.1464,0.0295,0.0789,0.0389,0.0659,0.0271,0.0163,0.0091,0.0097,0.0017,0.0163,0,0.0163,0.0091,0.0245,0,0,0.0082,0.0082,0,0.0082,0,0.0082,0,0.0091
1984,7,"TWL.C",1,0,1,-1,-1,62,179,87,0,0,0,0.0132,0.0105,0.0739,0.0848,0.1222,0.1171,0.0702,0.1456,0.0754,0.0281,0.0351,0.014,0.0492,0.0231,0.0211,0.007,0.0083,0.007,0,0.007,0.0083,0,0.014,0,0.014,0.014,0,0.0086,0,0,0.007,0.0211,0,0,0,0.0132,0.0105,0.0739,0.0848,0.1222,0.1171,0.0702,0.1456,0.0754,0.0281,0.0351,0.014,0.0492,0.0231,0.0211,0.007,0.0083,0.007,0,0.007,0.0083,0,0.014,0,0.014,0.014,0,0.0086,0,0,0.007,0.0211
1985,7,"TWL.C",1,0,1,-1,-1,52,172,76,0,0,0,0,0.0199,0.0217,0.1048,0.1237,0.1527,0.0921,0.1029,0.0661,0.051,0.0072,0.0072,0.0434,0.0245,0.0088,0.0362,0.0145,0.0362,0.0072,0.0072,0.0145,0.0145,0.0072,0.0072,0,0.0072,0.0072,0,0,0,5e-04,0.0145,0,0,0,0,0.0199,0.0217,0.1048,0.1237,0.1527,0.0921,0.1029,0.0661,0.051,0.0072,0.0072,0.0434,0.0245,0.0088,0.0362,0.0145,0.0362,0.0072,0.0072,0.0145,0.0145,0.0072,0.0072,0,0.0072,0.0072,0,0,0,5e-04,0.0145
2001,7,"TWL.C",1,0,1,-1,-1,1,17,3,0,0,0,0,0,0,0.0595,0.0583,0.0595,0.175,0.1762,0.1762,0.1179,0.119,0.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595,0.0583,0.0595,0.175,0.1762,0.1762,0.1179,0.119,0.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,"TWL.C",1,0,1,-1,-1,6,35,11,0,0,0,0,0,0,0.0107,0.0953,0.1652,0.091,0.3558,0.1153,0.074,0,0.0633,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0.0953,0.1652,0.091,0.3558,0.1153,0.074,0,0.0633,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7,"TWL.C",1,0,1,-1,-1,3,32,7,0,0,0,0,0,0,0.0201,0.1437,0.3146,0.0201,0.1035,0.1099,0.1372,0.0834,0.0337,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.1437,0.3146,0.0201,0.1035,0.1099,0.1372,0.0834,0.0337,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7,"TWL.C",1,0,1,-1,-1,4,9,5,0,0,0,0,0.1111,0.1111,0.1111,0,0.1111,0.1111,0,0,0.1111,0.1111,0,0,0,0,0,0,0.1111,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1111,0.1111,0,0.1111,0.1111,0,0,0.1111,0.1111,0,0,0,0,0,0,0.1111,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,"TWL.C",1,0,1,-1,-1,6,29,10,0,0,0,0.0227,0.0227,0.068,0.068,0.1134,0,0.2392,0.0907,0.0227,0.0453,0.131,0.1536,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227,0.0227,0.068,0.068,0.1134,0,0.2392,0.0907,0.0227,0.0453,0.131,0.1536,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,"TWL.C",1,0,1,-1,-1,3,14,5,0,0,0,0,0,0,0.0714,0,0,0.3571,0.0714,0,0.2143,0,0.1429,0.0714,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714,0,0,0.3571,0.0714,0,0.2143,0,0.1429,0.0714,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,"TWL.C",1,0,1,-1,-1,1,8,2,0,0,0,0,0.5,0.125,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.125,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,"TWL.C",1,0,1,-1,-1,2,5,3,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,7,"TWL.O",1,0,1,-1,-1,9,157,31,0,0,0,0,0,2e-04,0.0033,0.0068,0.0058,0.0028,0.0425,0.051,0.0607,0.059,0.0609,0.0887,0.1238,0.0344,0.1049,0.0596,0.0384,0.0824,0.0694,0.0283,0,0.0214,0.0109,0.0113,0.0109,0.0226,0,0,0,0,0,0,0,0,0,0,2e-04,0.0033,0.0068,0.0058,0.0028,0.0425,0.051,0.0607,0.059,0.0609,0.0887,0.1238,0.0344,0.1049,0.0596,0.0384,0.0824,0.0694,0.0283,0,0.0214,0.0109,0.0113,0.0109,0.0226,0,0,0,0,0
1981,7,"TWL.O",1,0,1,-1,-1,7,158,29,0,0,0,0,0,0,0,0,5e-04,5e-04,0.1149,0.1211,0.0877,0.1248,0.0789,0.0428,0.0519,0.0972,0.0485,0.0578,0.0414,0.0476,0.0095,0.0122,0.0123,0.0123,0.0033,0.0092,0,2e-04,0.0061,0,0.0031,0.0031,0.013,0,0,0,0,0,0,0,0,5e-04,5e-04,0.1149,0.1211,0.0877,0.1248,0.0789,0.0428,0.0519,0.0972,0.0485,0.0578,0.0414,0.0476,0.0095,0.0122,0.0123,0.0123,0.0033,0.0092,0,2e-04,0.0061,0,0.0031,0.0031,0.013
1982,7,"TWL.O",1,0,1,-1,-1,14,156,36,0,0,0,0,0,0,0,0.0233,0.0354,0.0182,0.0385,0.0547,0.0872,0.0507,0.0934,0.0557,0.0341,0.0415,0.0657,0.0418,0.0797,0.079,0.0119,0.013,0.061,0.0307,0.0273,0.0104,0,0.0017,0.0118,0,0.0126,0,0.0209,0,0,0,0,0,0,0,0.0233,0.0354,0.0182,0.0385,0.0547,0.0872,0.0507,0.0934,0.0557,0.0341,0.0415,0.0657,0.0418,0.0797,0.079,0.0119,0.013,0.061,0.0307,0.0273,0.0104,0,0.0017,0.0118,0,0.0126,0,0.0209
1983,7,"TWL.O",1,0,1,-1,-1,29,1088,179,0,0,0,0,0.0066,0.0075,0.0324,0.0643,0.0887,0.1194,0.091,0.0783,0.0858,0.0841,0.069,0.0325,0.0174,0.0251,0.0293,0.0249,0.0238,0.0193,0.0215,0.0192,0.0107,0.0073,0.0058,0.0071,0.0064,0.0013,3e-04,0.0047,0.0034,0.0042,0.0088,0,0,0,0,0.0066,0.0075,0.0324,0.0643,0.0887,0.1194,0.091,0.0783,0.0858,0.0841,0.069,0.0325,0.0174,0.0251,0.0293,0.0249,0.0238,0.0193,0.0215,0.0192,0.0107,0.0073,0.0058,0.0071,0.0064,0.0013,3e-04,0.0047,0.0034,0.0042,0.0088
1984,7,"TWL.O",1,0,1,-1,-1,19,731,120,0,0,0,5e-04,0.0022,0.0144,0.0318,0.0507,0.0889,0.1169,0.1331,0.0767,0.0498,0.0817,0.0493,0.0332,0.0154,0.0244,0.0193,0.0133,0.0454,0.0197,0.0312,0.0225,0.012,0.0098,0.0091,0.0119,0.0047,0.0108,0,0.006,0.0029,0.0066,0.0054,0,0,0,5e-04,0.0022,0.0144,0.0318,0.0507,0.0889,0.1169,0.1331,0.0767,0.0498,0.0817,0.0493,0.0332,0.0154,0.0244,0.0193,0.0133,0.0454,0.0197,0.0312,0.0225,0.012,0.0098,0.0091,0.0119,0.0047,0.0108,0,0.006,0.0029,0.0066,0.0054
1985,7,"TWL.O",1,0,1,-1,-1,24,508,94,0,0,0,0,0,0.0182,0.0448,0.0543,0.1156,0.1459,0.1265,0.0821,0.0742,0.0483,0.0444,0.0436,0.0388,0.023,0.0095,0.0098,0.0111,0.0233,0.0253,0.0139,0.0164,0,0.0034,0,0.0097,9e-04,4e-04,0.0027,0,0.003,0.0111,0,0,0,0,0,0.0182,0.0448,0.0543,0.1156,0.1459,0.1265,0.0821,0.0742,0.0483,0.0444,0.0436,0.0388,0.023,0.0095,0.0098,0.0111,0.0233,0.0253,0.0139,0.0164,0,0.0034,0,0.0097,9e-04,4e-04,0.0027,0,0.003,0.0111
1986,7,"TWL.O",1,0,1,-1,-1,16,346,64,0,0,0,0,0.0174,0.0463,0.0792,0.0677,0.0677,0.1105,0.1135,0.1321,0.072,0.0336,0.054,0.028,0.0405,0.0093,0.0062,0.0096,0,0.0244,0.0217,0.0057,0.0067,0.0143,0,0,3e-04,0.0073,0,0.0101,0,0,0.0221,0,0,0,0,0.0174,0.0463,0.0792,0.0677,0.0677,0.1105,0.1135,0.1321,0.072,0.0336,0.054,0.028,0.0405,0.0093,0.0062,0.0096,0,0.0244,0.0217,0.0057,0.0067,0.0143,0,0,3e-04,0.0073,0,0.0101,0,0,0.0221
1987,7,"TWL.O",1,0,1,-1,-1,29,655,119,0,0,0,0,0.0019,0.0082,0.0271,0.0777,0.1179,0.1189,0.1211,0.1506,0.1151,0.0675,0.0269,0.0251,0.0123,0.0208,0.0249,0.0064,0.0126,0.0089,0.0045,0.0033,0.0165,0.0073,0.0063,0.0079,0.0041,0.0032,0,0.002,0,3e-04,5e-04,0,0,0,0,0.0019,0.0082,0.0271,0.0777,0.1179,0.1189,0.1211,0.1506,0.1151,0.0675,0.0269,0.0251,0.0123,0.0208,0.0249,0.0064,0.0126,0.0089,0.0045,0.0033,0.0165,0.0073,0.0063,0.0079,0.0041,0.0032,0,0.002,0,3e-04,5e-04
1988,7,"TWL.O",1,0,1,-1,-1,12,222,43,0,0,0,0,0,0.0154,0.0526,0.0324,0.1524,0.1193,0.0844,0.1726,0.0801,0.0541,0.0426,0.0381,0.026,0.0123,0.0107,0.0149,0.011,0.0055,0.011,0.022,0,0.0055,0,0.0162,0.0055,0.0055,0.0042,0.0055,0,0,0,0,0,0,0,0,0.0154,0.0526,0.0324,0.1524,0.1193,0.0844,0.1726,0.0801,0.0541,0.0426,0.0381,0.026,0.0123,0.0107,0.0149,0.011,0.0055,0.011,0.022,0,0.0055,0,0.0162,0.0055,0.0055,0.0042,0.0055,0,0,0
1989,7,"TWL.O",1,0,1,-1,-1,23,489,90,0,0,0,4e-04,5e-04,0.0097,0.0247,0.047,0.0998,0.145,0.1395,0.1045,0.0833,0.0715,0.0617,0.0415,0.0244,0.0144,0.0266,0.0209,0.0036,0.014,0.0028,0.0012,0.0143,0.0036,0,0,0.0058,0.0071,0.0036,0.0077,0.0071,0.0058,0.0081,0,0,0,4e-04,5e-04,0.0097,0.0247,0.047,0.0998,0.145,0.1395,0.1045,0.0833,0.0715,0.0617,0.0415,0.0244,0.0144,0.0266,0.0209,0.0036,0.014,0.0028,0.0012,0.0143,0.0036,0,0,0.0058,0.0071,0.0036,0.0077,0.0071,0.0058,0.0081
1990,7,"TWL.O",1,0,1,-1,-1,20,474,85,0,0,0,0,4e-04,0.0148,0.0305,0.0441,0.0998,0.1116,0.1398,0.1394,0.091,0.104,0.0543,0.0484,0.0249,0.0245,0.0112,0.0113,0.0086,0.0063,0.0076,0,0.0013,0.0059,0,0,0,0.0077,0,0,0.0045,0,0.008,0,0,0,0,4e-04,0.0148,0.0305,0.0441,0.0998,0.1116,0.1398,0.1394,0.091,0.104,0.0543,0.0484,0.0249,0.0245,0.0112,0.0113,0.0086,0.0063,0.0076,0,0.0013,0.0059,0,0,0,0.0077,0,0,0.0045,0,0.008
1991,7,"TWL.O",1,0,1,-1,-1,22,401,77,0,0,0,0.0012,0.0121,0.0339,0.0614,0.0946,0.1386,0.1011,0.1185,0.1451,0.0925,0.0499,0.0437,0.0326,0.0168,0.0191,0.0081,0.0039,0.006,0.0051,0.004,0,0.0035,0,0.004,4e-04,0,0,0,0,0,0,0.0037,0,0,0,0.0012,0.0121,0.0339,0.0614,0.0946,0.1386,0.1011,0.1185,0.1451,0.0925,0.0499,0.0437,0.0326,0.0168,0.0191,0.0081,0.0039,0.006,0.0051,0.004,0,0.0035,0,0.004,4e-04,0,0,0,0,0,0,0.0037
1992,7,"TWL.O",1,0,1,-1,-1,32,558,109,0,0,0,1e-04,0.012,0.016,0.0626,0.0938,0.1304,0.1158,0.1107,0.0691,0.1066,0.0672,0.0516,0.0312,0.0469,0.0119,0.0159,0.0099,0.0092,0.0055,0.0074,0.0081,0,0.0033,0,0.0024,0,0.0057,0.0016,0.0027,0,0,0.0024,0,0,0,1e-04,0.012,0.016,0.0626,0.0938,0.1304,0.1158,0.1107,0.0691,0.1066,0.0672,0.0516,0.0312,0.0469,0.0119,0.0159,0.0099,0.0092,0.0055,0.0074,0.0081,0,0.0033,0,0.0024,0,0.0057,0.0016,0.0027,0,0,0.0024
1993,7,"TWL.O",1,0,1,-1,-1,22,551,98,0,0,0,0,0.0015,0.0196,0.0553,0.1029,0.1106,0.0834,0.1374,0.1246,0.0755,0.0767,0.0337,0.0415,0.0423,0.0196,0.0193,0.0151,0.0104,0.0068,0.0063,0.0012,0.0022,0.0036,0.0056,0.0011,0,0.0012,0.0023,0,0,0,0,0,0,0,0,0.0015,0.0196,0.0553,0.1029,0.1106,0.0834,0.1374,0.1246,0.0755,0.0767,0.0337,0.0415,0.0423,0.0196,0.0193,0.0151,0.0104,0.0068,0.0063,0.0012,0.0022,0.0036,0.0056,0.0011,0,0.0012,0.0023,0,0,0,0
1994,7,"TWL.O",1,0,1,-1,-1,4,69,14,0,0,0,0,0.0041,0.0577,0.0309,0.0477,0.1455,0.13,0.152,0.1228,0.0396,0.0483,0.0227,0.0355,0.0455,0.0041,0.0227,0.0227,0.0227,0.0227,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0577,0.0309,0.0477,0.1455,0.13,0.152,0.1228,0.0396,0.0483,0.0227,0.0355,0.0455,0.0041,0.0227,0.0227,0.0227,0.0227,0.0227,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,"TWL.O",1,0,1,-1,-1,14,354,63,0,0,0,0,0.007,0.0363,0.0776,0.0938,0.1448,0.1948,0.1721,0.0756,0.0606,0.0468,0.0049,0.0266,0.0066,0.0129,0.0066,0.0065,0,0,0.0068,0,0.001,0.0056,0.0066,0,0,0,0.0066,0,0,0,0,0,0,0,0,0.007,0.0363,0.0776,0.0938,0.1448,0.1948,0.1721,0.0756,0.0606,0.0468,0.0049,0.0266,0.0066,0.0129,0.0066,0.0065,0,0,0.0068,0,0.001,0.0056,0.0066,0,0,0,0.0066,0,0,0,0
1996,7,"TWL.O",1,0,1,-1,-1,18,533,92,0,0,0,5e-04,0.0245,0.0781,0.1113,0.1187,0.1096,0.0845,0.1238,0.125,0.0472,0.0375,0.0285,0.0334,0.029,0.0205,0.0062,0.01,0,0.005,0,0,0.0016,0,0,0,0,0,0,0,0,0,0.005,0,0,0,5e-04,0.0245,0.0781,0.1113,0.1187,0.1096,0.0845,0.1238,0.125,0.0472,0.0375,0.0285,0.0334,0.029,0.0205,0.0062,0.01,0,0.005,0,0,0.0016,0,0,0,0,0,0,0,0,0,0.005
1997,7,"TWL.O",1,0,1,-1,-1,28,626,114,0,0,0,0,0.0047,0.0059,0.0317,0.0748,0.1579,0.1296,0.1358,0.1458,0.11,0.0795,0.033,0.0205,0.0086,0.0099,0.0156,0.0062,0.0061,0.0056,0.0066,1e-04,0.0019,0,1e-04,0.0055,0,0,0,0,0.0025,0,0.0023,0,0,0,0,0.0047,0.0059,0.0317,0.0748,0.1579,0.1296,0.1358,0.1458,0.11,0.0795,0.033,0.0205,0.0086,0.0099,0.0156,0.0062,0.0061,0.0056,0.0066,1e-04,0.0019,0,1e-04,0.0055,0,0,0,0,0.0025,0,0.0023
1998,7,"TWL.O",1,0,1,-1,-1,28,699,124,0,0,0,2e-04,0.003,0.0269,0.065,0.1376,0.142,0.1357,0.1144,0.0895,0.0701,0.058,0.0395,0.0314,0.017,0.0228,0.0125,0.0103,0.006,0.005,0.0042,5e-04,5e-04,0.0015,0.0035,0,5e-04,0,0,0,9e-04,0,0.0015,0,0,0,2e-04,0.003,0.0269,0.065,0.1376,0.142,0.1357,0.1144,0.0895,0.0701,0.058,0.0395,0.0314,0.017,0.0228,0.0125,0.0103,0.006,0.005,0.0042,5e-04,5e-04,0.0015,0.0035,0,5e-04,0,0,0,9e-04,0,0.0015
1999,7,"TWL.O",1,0,1,-1,-1,28,740,130,0,0,0,8e-04,0.0076,0.0161,0.062,0.1019,0.0788,0.1189,0.1178,0.1135,0.1063,0.074,0.0498,0.0524,0.0343,0.0129,0.0135,0.0108,0.0099,0.0055,7e-04,0.0026,0,0.0058,0,8e-04,0,0,0,0.0029,2e-04,0,0,0,0,0,8e-04,0.0076,0.0161,0.062,0.1019,0.0788,0.1189,0.1178,0.1135,0.1063,0.074,0.0498,0.0524,0.0343,0.0129,0.0135,0.0108,0.0099,0.0055,7e-04,0.0026,0,0.0058,0,8e-04,0,0,0,0.0029,2e-04,0,0
